name,line
,"Eyecatch in — ""The human who becomes the owner of the DEATH NOTE can, in exchange if half of his/her remaining life, get the eyeballs of the god of death which will enable him/her to see a human's name and remaining lifetime when looking through them."""
,"Cut to: Yagami household exterior at night. Cut to Light's room, where Light is looking at a centerfold, Ryuk staring from behind."
Ryuk,"Oh... Oh! Uh! [looking around] I, have to find the cameras"
,Cut to Soichiro and L surveilling Light
Soichiro,I can't believe my son is looking at those magazines.
Ryuzaki,"Hm, it's normal for a seventeen-year-old. But it seems contrived. It's too obvious. The only reason he didn't want anyone in his room was because he had these magazines? That's what he wants us to think."
Soichiro,Hey. That's my son you're talking about. Are you honestly telling me that you suspect him?
Ryuzaki,I do suspect him. That's why I placed wiretaps and surveillance cameras in your house and the deputy director's house.
,Cut back to Light's room. Ryuk phases through the air conditioner.
Ryuk,Huh? I found a camera in the air conditioner!
,"He continues to scour the room for cameras, climbing the ceiling and occasionally grunting as he looks around"
Light,"Hmm. [thinking So they really put cameras in here. They must have bugged the place as well. Even if this is the Kira case, I didn't think the Japanese police would ever go this far. This must be L's idea. Which means they've narrowed down their list of suspects. By now they must have figured out that it was someone who Raye Penber was investigating, or they wouldn't have gone to all this trouble. [sitting up and closing magazine][aloud] Hmm... Man, these covers mislead you all the time. [thinking] No. Given the situation, it's safer if I just assume I'm their prime suspect, and the only one being watched. It'll be okay. Luckily, I've prepared for this kind of situation."
,Cut to Soichiro watch Light place magazine back in its hiding spot
Soichiro,"Oh, Light..."
,"Cut to Yagami household downstairs, Sayu Yagami calling up to Light"
Sayu,"Hey, Light, come on! Dinner is ready!"
,Cut to closeup of TV
Hideki Ryuga,I love you. Always
Woman,[drops her umbrella and whimpers]
,Sayu whimpers. Cut out to her watching TV in the living room.
Sayu,"Hideki Ryuga. I swear, he's perfect! How come no one in my class is like that?"
Sachiko,"Sayu, just eat your dinner."
,Transition to Ryuzaki watching the Yagamis over surveillance
Sayu,[over speakers] I'll eat later!
Ryuzaki,"[on phone] Hello, Mr. Aizawa? Are the Kitamuras watching television right now?"
Aizawa,"[over phone] Yes. [cut to Aizawa] He's not home, but the other four are watching while they eat dinner. It's channel four."
,"Cut back to Ryuzaki, who hangs up the phone"
Ryuzaki,"Watari, please contact the broadcasters and tell them to play our message."
Watari,Very well. Understood.
,Cut to closeup of TV
Hideki Ryuga,"That's right, my parents met... [rest is inaudible]"
,"There is a beeping sound, then white text appears on the screen"
Sayu,"[offscreen] Huh? What's this? [cut out] ICPO? They're saying that, ""In response to the Kira murders, Interpol has decided to dispatch a force of fifteen hundred investigators to Japan. The investigators were drawn from the law enforcement agencies of its member nations."" Fifteen hundred investigators? Whoa!"
Light,"[thinking] Chances are they've got cameras in the living room as well. Regardless of whether this news is real or not, it's obvious they're just trying to revoke a reaction from me. L, this is the exact same trick you used last time. [aloud] The ICPO sure is stupid."
Sayu,Huh?
Light,"[scoffs] I mean, there's no point in making this announcement. If they're going to send all these people here to investigate, shouldn't they keep it a secret?"
,Cut to Ryuzaki watching
Light,"[over speakers] Even if the FBI agents who were secretly investigating were killed by Kira, why would this be any different? If you ask me, this is nothing more than a desperate attempt to shock Kira, in the hopes that he'll reveal himself somehow. Quite frankly, I wouldn't be surprised if Kira sees right through this."
,"""Kuroi Light"" plays"
Ryuzaki,"Hmm... [chuckles] Your son's clever, isn't he?"
Soichiro,"Huh. Well, yes."
Light,"[over speakers] Thanks for dinner, Mom."
,Cut back to Yagami household. Light opens a cabinet and pulls out a bag of chips.
Sayu,Huh? You're eating a bag of chips? You just had dinner! Your good looks are gonna go down the drain if you keep that up.
Light,It's a late-night snack for studying.
,"Cut forward to Light entering his room. Ryuk is lying on his bed, silently panting."
Ryuk,"I think that's it, Light. I found every camera they put in the house. I guess Shinigami get tired when they work hard. Now let me explain where they all are. It's a little bit complicated, so listen up. There's nothing I hate more than explaining something twice."
Light,"Alright, it's time for me to hit the books."
,Diagram of Light's room and the cameras is shown as Ryuk talks
Ryuk,There sure are a lot of cameras in this room. I counted sixty-four in total. I guess whoever put them in here expected you to find at least some of them.
Light,[thinking] It has to be L. He had no qualms about putting a death raw inmate in his place when he declared war on me. It's pretty clear he doesn't know any limits.
Ryuk,Ugh. What I wanna know is how am I going to be able to eat apples?
Light,"[thinking] Obviously, that's impossible now, isn't it?"
Ryuk,"Oh, yeah. I guess you can't talk in here. But we'd better discuss this outside tomorrow."
Light,"Okay. I think I'm getting the hang of this now. [thinking] Judging by the number of cameras he's planted, he's planning to make a decision within a short period of time. Any normal person would slip under these circumstances, [""Kuroi Light"" stops] but it won't be that easy with me, L. [as he rips his bag of chips open:] This, is the closest you will get! [laughs softly]"
Ryuk,"[on the floor, laughs]"
,Brief shot of inside Light's chip bag. There's a shining coming from the bottom.
Light,"[thinking] I've set things up so that criminals will continue to die over the next three weeks. L is aware by now that Kira can control the times of death of his victims. Therefore, to avoid suspicion, L needs to see that criminals whose names are being broadcast continue to die while I have no access to that information."
Ryuk,[getting up into a handstand][panicking] Oooh! The symptoms are starting! Agggggh!
Light,"[cont'd][thinking] I'm gonna show you, L!"
,"Montage of Light writing and at one point, Ryuk spasming. We see there is a portable TV inside Light's bag of potato chips."
Light,"[cont'd][thinking] With Ryuk's information and my preparations, I can continue to kill criminals who names are broadcast on the news, while masquerading as a typical high school student studying for his entrance exams. Just watch me, L. I'll solve equations with my right hand and write names with my left. I'll take a potato chip and eat it!"
,Cut to Ryuzaki and Soichiro watching Light at his desk
Ryuzaki,"After dinner, your son just goes back to studying without turning on the TV or his computer?"
Soichiro,It's because the entrance exams are five days away.
Ryuzaki,Hmm...
,"He stares at the screen, which transitions to Light"
Light,"[thinking] Now, a criminal who I should have no knowledge of will die of a heart attack in forty seconds. And the witness to my alibi is L himself. [crunches up bag of chips and throws them in the trash][aloud] Alright. Just a little bit longer."
,Fade to black
,Cut to: Ryuzaki's suite. Watari approaches Ryuzaki and Soichiro
Watari,Ryuzaki.
Ryuzaki,"Yes? What is it, Watari?"
Watari,"[looking at note] A few minutes ago, a bank clerk being questioned on suspicion of embezzlement and a purse-snatcher being held in a detention center were broadcast on the news. They both just died of sudden, inexplicable heart attacks."
Soichiro,[stands up] It's him again.
Ryuzaki,"While all that was happening, at your home, your wife and daughter were watching television. When that was over, they turned the TV off and didn't watch anything afterwards. From just past seven-thirty until now, eleven o'clock, your son's done nothing but study. Kira needs a name and a face. Without those, he can't kill. So I suppose anyone who didn't watch the news can't be Kira, right?"
Soichiro,You said it yourself. That means my family has been cleared!
Ryuzaki,It doesn’t make sense that Kira would kill two petty criminals right after their identities were broadcast.
Soichiro,[gasps]
Ryuzaki,"I know it's only the first day after the cameras were installed, but the Yagami household almost seems too innocent to me. Hmm..."
,Cut to: Yagami household exterior in daytime
Sachiko,"[off-screen] Light, are you up yet?"
,Cut into Light's room
Light,"[yawning] Yeah, I'm awake."
Sachiko,"Today's garbage day, so if you've got any bring it down with you, okay?"
Light,[opening door and walking out with trashcan] What a pain.
,He tosses his trash into the larger bag as Sachiko talks
Sachiko,"[chuckles] What are you talking about? You usually say, ""there's no need to remind me, Mom."""
Light,"[walking away] Yeah, yeah."
,Cut to Light's room. He opens the window door and steps out onto the balcony. He groans and stretches. 
Light,Another beautiful day.
Ryuk,"Well, I can't say for sure whether you're extremely generous or just a spoilt brat.But didn't that mini-LCD TV cost you four hundred bucks?"
,Light watches his mother approach the garbage man with two trash bags
Sachiko,Good morning!
,Light watches her hand him the bags and the truck crunch up the garbage
,TO BE CONTINUED
,Ending credits
,Next episode preview
Light,"[chuckles] Perfect. There's no need for me to be worried. After all, this is proof that they don't have anything on me yet. So this whole thing is nothing more than a contest between L and I. A battle of wits."
,Opening Theme
,Higuchi's red car is surrounded by police cars. The muffling sound of a two-way radio can be heard.
Soichiro,"Ryuzaki, please, let me go and make the arrest."
,"Cut to Mogi, who is opening the door of a cop car, helmet in hand."
Mogi,"I'd like to come with you, Chief, if that's all right."
,Cuts to Light and Ryuzaki.
Ryuzaki,"I understand, but remember this is Kira. Be sure to take every precaution when you approach him, and don't allow him to see your face. Watari, if Higuchi tries anything or makes any sudden moves…"
,"Cuts to Watari, who is pointing a sniper."
Watari,"Understood. I will shoot to stop him, not to kill."
,"Cuts to Higuchi's car, with several police cars surrounding it. Footsteps can be heard as Mogi and the Chief approach him. Cuts to the inside of Aizawa's car. The window rolls down, and then cuts out to the Chief, both wearing helmets to hide their faces, standing next to Aizawa's car. Aizawa salutes them."
Soichiro,"Aizawa, do you have a helmet or something to hide your face with?"
Aizawa,I do.
Soichiro,Good. Then cover me.
Aizawa,"[Salutes] Yes sir. You can count on me, Chief."
,"Cut to a close up of Higuchi, his nose and above. He is sweating and bruised. He turns when the car door is opened, and it cuts to several cops standing outside of his car, some pointing their guns, and all with their faces covered."
Soichiro,"Higuchi, put your hands above your head and get out of the car."
,"Shot from underneath Higuchi's car. We see the silhouettes of five men, and then Higuchi's foot step out of the car and onto the pavement. Angle changes so that we see Higuchi step out of the car, raising his hands above his head. He's handcuffed and blindfolded."
Soichiro,We've apprehended him.
,Cuts to Light in the helicopter.
Light,"Mogi, I want you to put a headset on him as planned."
Mogi,"[Off-screen, voice muffled by two-way radio] Roger."
,"Back to Higuchi, who gets a headset put on him. Switches to another angle so that we see he has guns pointed at him."
Ryuzaki,"[Through two-way radio] Higuchi, how are you able to kill people? [pause] Tell me!"
Higuchi,"[Grunts, smiling]"
Ryuzaki,"If you're not going to talk, I'll use whatever means necessary to get it out of you."
Higuchi,The notebook.
Ryuzaki,[Through two-way radio] Notebook?
Higuchi,"You probably won't believe me, but I've got a special notebook. If I write someone's name in it while thinking about their face, that person dies."
Ryuzaki,[Thinking] A notebook.
,"Soichiro searches Higuchi's car, looking through a bag."
Ryuzaki,[Through two-way radio] Mr. Yagami?
Soichiro,"Yeah, I found it. [Sitting in driver's seat] It was in one of the compartments of Higuchi's bag. He has written a lot of names in it, but there doesn't seem to be anything else unusual about it. Huh?"
,"Cuts to Ryuzaki and Light, we hear Soichiro screaming. Soichiro falls onto the pavement, dropping the notebook."
Ryuzaki,"[Through two-way radio] What is it, Mr. Yagami?"
,"Angle changes, and we see Soichiro staring straight at Rem, who is now visible to us."
Soichiro,It's a monster!
Ryuzaki,"Please calm down. Don't panic; remember, you're not really armed to defend yourself."
Soichiro,"Oh… oh right, of course."
Mogi,"[Approaching Soichiro] Chief, hang in there. Are you all right?"
Soichiro,"Mogi, can't you see that thing over there?"
Mogi,"[Holds up the notebook] Chief, I think you must be getting tired. [Turns his head in the direction Soichiro is pointing, and then gasps, falling back and screaming]"
Light,"Mogi, what's wrong?"
Mogi,That… that thing. It seems that only people who have touched the notebook can… can see this… this monster.
Ryuzaki,[Through two-way radio] Please bring the notebook over to the helicopter.
Mogi,Uh… o-okay.
,Close-up of Rem.
Rem,"[Thinking] What in the world are you planning to do, Light Yagami? Once you take hold of that notebook again, all the memories of the Death Note and what you did when it was yours will return at once. However…"
Mogi,"[Holds notebook out to Ryuzaki] Here it is, Ryuzaki."
Ryuzaki,"Hmm… it really is… a Shinigami. They really… do… exist. [Thinking] Light Yagami… This is how Kira killed. No, the second Kira. ""Share our notebooks in Aoyama."" (his thoughts are rapid, thinking many things at once, difficult to make-out exactly what he is thinking)"
Light,"Ryuzaki, come on, let me see it!"
Ryuzaki,"[Thinking, thoughts now clear] Two books! There have to be two notebooks. Possibly more. This isn't over yet. [He looks at his hands, noticing the notebook is no longer in them. He turns to look at Light, whose mouth is wide and eyes hang wide open]"
,"Light begins screaming, his eyes glowing white, and we see visions of past events which occurred with the notebook rushing back to him. The screen goes white, then fades back to Light, who is panting."
Ryuzaki,"Are you okay, Light? I suppose seeing that monster would surprise anyone."
Light,Ryuzaki…
,Clicking sound.
Ryuzaki,What is it?
Light,I wanna check this out. I'm going to try comparing the names written in this notebook with the names of the victims.
Ryuzaki,"Hmm? Oh, right. Yeah, that sounds like a good idea."
,"Close-up of Light, his eyes red."
Light,[Thinking] I've won. Exactly as planned.
,Screen fades into a flashback of Light in a forest with Ryuk and Rem. He hands Misa's Death Note to Rem. We hear Light's Theme playing in the background.
Light,"I hereby forfeit ownership of this notebook. Now, that means ownership has transferred back to you, right?"
Rem,"Yes, I already told you."
Light,"Next, pass it on to Ryuk."
Rem,[Sigh] Very well. Here. [Hands notebook to Ryuk]
Light,"Now that notebook's ownership has transferred from you to Ryuk. Okay Ryuk, take the notebook and drop it on the ground, so it's in the human world again."
Ryuk,"Huh? Well, okay. [He drops the notebook, which Light then picks up]"
Light,Now the ownership goes back to me.
Ryuk,"Wow, hang on! It’s just gone around in a circle! Nothing's changed, right?"
Light,"Maybe at first glance, but there will be a time when I'll benefit from this. Now, as for this notebook, the one I first received, I’m gonna give it back to you, Ryuk. Then you hand it over to Rem."
,Light hands the notebook to Ryuk.
Ryuk,[Handing the notebook to Rem] Here.
Light,"Now, I want you to give the notebook to someone with status who lusts for power and money. They'll end up using the notebook to satisfy that urge."
,"Shots of Higuchi using the notebook, then back to Light and Rem in the forest."
Light,"If you do that, I can guarantee that Misa will be released from her confinement soon. If I'm wrong, and it looks like she won’t be released for years, then you can kill me. Does that sound fair to you?"
Rem,"Light Yagami, just what are you thinking?"
Light,"Look, this is all to save Misa. You're gonna have to trust me on this."
Rem,"All right. If it means that Misa will be saved, I'll do as you ask."
,"Rem flies away, as Light and Ryuk look on. We switch back and forth between scenes of Light’s confinement and Light and Ryuk in the woods."
Light,"After this, I'll go and demand to be confined like Misa, and have them put me under twenty-four hour surveillance as well. While I'm locked up, I'll relinquish ownership of the notebook to you. That'll mean I'll lose all my memories of the Death Note. During this time the killings of criminals will start again. Once that happens, Ryuzaki will be put in a position where he has to release us. And after I've lost all my memories, chances are I'll wanna help catch Kira myself. That's just the way I am."
Ryuk,So then you'll try and catch the guy who Rem gives the notebook to and steal it before L gets to it!
Light,"Right. Once that's done, I'll kill the new owner of the notebook. There's still one problem remaining."
,Flashback of Rem and Ryuk in Light’s room.
Rem,"If you don't have full ownership, your memories will only return for as long as you're in contact with the notebook. As soon as you let go of it, your memories will disappear again."
,"Fades to white and returns to present time, where Light is holding the notebook and cops are surrounding Higuchi's car."
Light,"[Thinking] That means I've gotta kill Higuchi without letting go of this notebook. If I manage to do that, ownership will transfer back to me and my memories won't disappear."
,Shot of Light's wristwatch and Light's hand pulling the bezel of his watch.
Light,I just have to pull this four times in less than a second.
,"A shifting sound is heard as a hidden compartment slides out of the watch, a piece of the Death Note hidden inside of it."
Light,Got it. Just as I expected: I'm wearing this watch. Old habits die hard.
,Light pricks himself with a needle. There is a pulsing sound as blood is drawn. He begins writing Higuchi’s name in blood on the piece of paper hidden in his watch. The pulsing sound can still be heard over Ryuzaki and Soichiro’s speaking.
Ryuzaki,"Mr. Yagami, please take Higuchi to the car."
Soichiro,"Uh, right. Of course."
,Light finishes writing Higuchi's name and breaths heavily in content. The pulsing sound stops and he turns to speak to Ryuzaki.
Light,"You know, about this notebook… I wonder what we would find if we put it through forensic analysis."
Ryuzaki,"That doesn't sound like you, Light. We both know this thing is beyond science."
Light,"[Laughs] Yeah, you're right. Hmm…"
,"Shot of Higuchi, being escorted by several officers. We see no background, just a canvas of white light shining behind them. We hear only the sound of shoes clicking on pavement as they walk, the screen then cuts back to Light and Ryuzaki, and then a close-up of Light's eyes. The sound of the footsteps ceases as we hear Light’s inner thoughts."
Light,[Thinking] This has gotta be the longest forty seconds of my life.
,"Seeing his hand holding the notebook, we begin to hear the ticking of his watch, everything else still remaining silent, and the screen goes from Light to Ryuzaki, to Light’s watch. To Light’s eye widening. The ticking stops and Light sighs in relief. Back to Higuchi and the cops, we hear two quick pulsing sounds. Higuchi gags, his face contorting. Over the sound of Higuchi’s gasping and grunting, Soichiro speaks up."
Soichiro,"Ryuzaki, Higuchi is—"
Light,What the hell?! What's happening?
,"Higuchi drops to his knees, his head falling back, eyes and mouth wide open."
Soichiro,Hey! Higuchi!
Light,"Dad, what are you doing? We can't lose him! If Higuchi dies on us now—"
Soichiro,[Through two-way radio] This is impossible! The… but… [Sighs] There's nothing I can do. He's already…
Light,"[Thinking] Yes. He's already dead. And you're next, Ryuzaki."
,"Zoomed out so that we see the crime scene again, chants sounding."
,Eyecatch
Eyecatch,
,"A faded image of Misa sitting on a couch reading a magazine, the screen then transitions to Ryuzaki, who is smiling at the screen showing Misa. We are back at HQ, the Task Force and Rem standing silently. Matsuda shifts uncomfortably and Aizawa opens the Death Note, reading it aloud."
Aizawa,"""How to use it."" It says, ""The human whose name is written in this notebook… shall die. This note will not take effect unless the writer has the person's face in their mind when writing his or her name. Therefore, people sharing the same name will not be affected. If the cause of death is written forty seconds of writing the person’s name, it will happen. If the cause of death is not specified, the person will simply die of a heart attack. After writing the cause of death, details of the death should be written in the next six minutes and forty seconds."" [Flips to the back of the notebook] As well, the back cover has some more instructions on how to use it. There are two more rules. One of them is, ""If you make this note unusable by tearing it up or burning it, all the humans who have touched the note till then will die."""
Matsuda,"What?! Is that really true, Aizawa?"
Light,"[Thinking] That's right. With a rule like that in place, the notebook's safety is guaranteed, which means my memories of it will remain."
,Matsuda and Aizawa can be heard talking under Light’s thoughts.
Aizawa,"Yeah, that’s what it says."
Matsuda,No way! That sucks! Why didn't you tell me before I touched it?
Aizawa,How was I supposed to know? I'm in the same boat and I don't—
,"Flashback begins once Light is done thinking, cutting off Aizawa's sentence."
Ryuk,"Rem, there's no way the old man back home will get mad at us if we write fake rules in here, is there?"
Rem,No. There are no rules against doing so.
Ryuk,"Fine then, Light, I'll do it. But you owe me an apple for this. [Cackles]"
Matsuda,"[Puts his hand on his head] Oh man, maybe I shouldn't have let my curiosity about seeing a Shinigami get the better of me."
Soichiro,"Maybe, but then you would be the only one in the investigation who didn't know what we were dealing with. Is that what you want?"
Matsuda,"Uh, no, of course not. I wanna be on the same page as everyone else on the Task Force, Chief."
Aizawa,"[Takes his eyes off of Matusda and returns to reading the Death Note] And then… [Sighs] there's this last rule. According to these instructions in the back of the notebook, ""If the person using the note fails to consecutively to be killed within thirteen days of each other, then the user will die."""
Matsuda,"[Gasps] Wait a second. If that's true, then it means Light and Misa-Misa are completely clear, doesn't it?"
Aizawa,"Yeah, now that you mention it, that's right. Light and Misa were detained for more than fifty days and are still under surveillance. If either of them had been Kira, there's no way they would still be alive by now."
Matsuda,"Wow, that’s great news, isn't it, Chief?"
Soichiro,Yeah.
Ryuzaki,"Rem, was it? That's your name, isn't it? The white thing over there?"
Matsuda,"Ryuzaki, isn't it a bit rude to go around calling someone a ""white thing""?"
Rem,What do you want?
Ryuzaki,"There's more than one notebook in the human world, isn't there?"
Rem,Who knows. There may be and there may not be.
Ryuzaki,"If there are other notebooks either here or in your world, would they all have the same rules as this one?"
Light,"[Thinking] You're wasting your time, Ryuzaki. You'll never get Rem to admit these rules are fake."
Rem,"Yes, they are all the same. There are many notebooks in the Shinigami Realm, but they all have the same rules. Even the rules for when humans obtain them."
Aizawa,Ryuzaki! Misa Amane and Light have both been cleared of suspicion. They shouldn’t be under surveillance any longer.
Matsuda,"That's right, it's crystal clear!"
Ryuzaki,"I suppose you're right… I understand. Please, except my apologies for all the trouble."
,"Light hides a grin, and Matsuda sighs in relief."
Soichiro,[Walks up to Light and puts a hand on his shoulder] Thank goodness.
Light,"Yeah, but… [Stands up from the chair he’s sitting in] We still can’t say we’ve solved the case until we’ve figured out everything. Would it be all right if I kept investigating with you, without the handcuffs on?"
Ryuzaki,Yes.
Light,"[Thinking] And just like that, Misa and I are proven innocent. A notebook of death filled with rules written by a Shinigami. He has no choice but to believe it. He just lost his edge thanks to the fake rules I created. Listen Ryuzaki: no matter what the world, the god of that world creates the rules. In truth, you've already been defeated by the rules I created. And as punishment for defying the god of the New World, you will die."
,Skips forward in time. We see skyscrapers. Cut to outside HQ.
Misa,"[Hugs Light] Oh, Light! Be sure to text me every day, okay?"
Matsuda,"[Cries into his sleeve] Oh, after all this time, we're saying goodbye to Misa-Misa."
Aizawa,"[Cutting in near the end of Matsuda's sentence, grabbing his shoulder and pulling him away] Knock it off, Matsuda! Let's leave them alone."
,"Matsuda whimpers as he is pulled away, his hand outstretched towards Light and Misa. He's pulled off screen and the focus shifts to Light and Misa, who are still hugging."
Matsuda,[Off-screen] Goodbye Misa-Misa!
Aizawa,[Off-screen] Enough!
,Sound of a door slamming shut.
Light,"[Looks up to see a surveillance camera] [Thinking] Good, there are surveillance cameras, but they won't be able to pick out my face or mouth at this angle. [Aloud] Misa, I'm gonna tell you about a special place. I need you to go there and dig something up, but you have to make sure that no one is watching."
Misa,"[Thinking] Light! Your memory must have returned! Don't worry, I can do this. I won't let you down."
,"Misa's Theme is playing. Screen fades in and fades out to and from black, revealing the forest from Light’s flashback. Misa is unwrapping something. We zoom in to see her taking her Death Note out of a metal box. There is a pulsing sound and she gasps, her memories rushing back. We fade in and out to and from white, Misa sitting with her notebook, dumbfound."
Misa,"[Looks at the notebook and laughs in delight] [Thinking] Light, I remember! I remember everything that happened when I had this notebook. You buried this one so I could come here and regain my memories. [She flips through the notebook and a folded up piece of paper falls out onto the ground] [Aloud] Huh?"
,"The screen transitions to Misa holding the now unfolded paper, reading it. We hear Light’s voice sounding far-off, reading the letter."
Light's voice,"Dear Misa, by the time you read this letter, you should've remembered everything."
Misa,"[Thinking] Oh, a letter from Light!"
Light's voice,"Do you remember my friend at To-Oh University? He went by the name ""Hideki Ryuga."" I want you to write his real name in the notebook and kill him, then burn this letter right away. Take a number of pages from the notebook, and rebury it where you found it. The next time that we see each other, casually touch me with a piece of the notebook. If you do this for me, I promise I will love you for the rest of my life."
Misa,"[Reading the words aloud at the same time Light’s voice says them] …for the rest of my life! Yay! [Looks up from the letter] [Thinking] Now I see. This was all part of Light's plan! He wanted me to get this notebook, regain all my memories, and then kill Hideki Ryuga. Kill Ryuzaki. One of Light's biggest obstacles will be gone, and I'll be helpful to him at last! [Slouches forward in disappointment] Oh, but Light, it's no good! I don’t remember his name anymore!"
,"We see flashbacks through Misa’s Shinigami Eyes, everything is red, and we see man different names and lifespans of strangers"
Misa,"[Thinking] I was seeing dozens—no, no hundreds of names and lifespans every day! [Closes her eyes and looks to the sky, crying] [Aloud] Oh! I can't remember it no matter what!"
,"The flapping of wings is heard, and we see Ryuk’s back as he comes back down into the human world."
Misa,"Oh, I'm such an idiot!"
,"Ryuk lands on a tree branch, staring down at Misa, who notices him."
Misa,Huh?
Ryuk,[Sigh of content] I finally return to the human world!
Misa,Huh? Ryuk!
,"Pan out, revealing Misa with her arms wrapped around Ryuk, hanging off of his neck and kicking her legs wildly."
Misa,"Oh, it's been so long! Oh, I'm so glad to see you. How are you doing?"
Ryuk,"[As Misa asks how he’s doing] Sorry, uh. [Ryuk becomes transparent, and Misa falls to the ground]"
Misa,Ugh!
Ryuk,"I'm a guy, I get a little shy, some…times."
Misa,[Giggles]
,"Misa walks over to her bag, fishing through it for something as she talks to Ryuk."
Misa,"Oh yeah, I almost forgot. [Holds out an apple] Here!"
Ryuk,"[Laughs in surprise, eyes dilating]"
Misa,Light told me to bring one for you.
Ryuk,[Devouring the apple noisily as Misa talks]
Misa,Is it really that good?
Ryuk,"[Pauses from eating to speak] Oh yeah. Human apples are—what's the word—juicy, I think. They're great, anyway. [Puts the core into his mouth and reaches behind his back, his words sounding distorted as he speaks with his mouth full] Ay don' you try dis? [Holds out a Shinigami apple]"
Misa,Huh?
Ryuk,[Gulps] An apple from the Shinigami world.
Misa,"[Takes apple and looks at it in distaste] Uhh… Ew, it doesn't look very good."
Ryuk,"Come on, one bite won't kill ya."
Misa,"Mmm… By the way, before I forget, I want you to make the eye deal with me. [Bites into apple, then throws it on the ground at spits it out] Peh! Peh! It's sand! Bleh. [Looks up expectantly at Ryuk]"
Ryuk,"A deal, huh?"
Misa,[Nods] Mhmm.
Ryuk,"You understand what that means? You already made the same deal with Rem once before. Are you sure you really want me to cut your lifespan in half, for a second time?"
Misa,"I know, but what choice do I have? You see, I've forgotten a name that I absolutely have to remember. [Sighs] Light will be so mad at me if I let him down."
Ryuk,"Heh, well it's fine with me."
,"Fades to and from black, Misa is standing in front of the building. There is a buzzing sound, followed by a beeping sound. We now see Misa via surveillance camera inside the headquarters."
Matsuda,"Hey, it's Misa-Misa. The poor girl. As long as we're stuck in here, we can't turn our cellphones on, so she has to come all the way out here just to hang out with Light."
Soichiro,"Light, would you hurry up and go see her? Don't you know, you should never keep a woman waiting."
Light,[Turns around and heads to the door] Okay.
Rem,[Looks at Misa on the monitor] [Thinking] Huh? Ryuk. Why is he attached to Misa. …Huh?
,"Through Rem's eyes, everything in red, we see the surveillance monitor, and watch as Misa runs toward Light and embraces him."
Rem,[Thinking] Misa's lifespan! It's been halved again! No! Did she make the eye deal with Ryuk?
,"Outside, with Misa and Light."
Misa,Hey Light. [Taps Light's hand with a scrap piece of paper from her Death Note]
Light,"[Turning away from Misa] It's been a while, Ryuk."
Ryuk,
[Cackles],
Misa,"Light, I'm so sorry! I don't remember Hideki Ryuga's real name! I tried, but I totally forgot!"
Light,"Oh, I see. Well, that's too bad."
Misa,"But I did the eye deal with Ryuk, so I can try again!"
Ryuk,"[Thinking] So, everything's going according to plan…"
Light,"You idiot! [Putting his hand on her shoulder] If you do that, then you’re lifespan will—"
Misa,"Mmm… no, it's all right. I just want to be of use to you, Light."
Light,"Misa, all I want is to enjoy a long life with you in an ideal world. That's just how I feel."
Misa,"[Hugs Light, eyes teary] Light, I'm so happy."
Light,"Let's create a New World together. It'll be a place with no crime, where only kind people live. Okay?"
Misa,Yeah.
,"The screen goes back and forth between Light and Misa and Ryuzaki, ending at Light, who is holding Misa, his eyes glowing red and grinning maniacally."
,Ending credits
,Next episode preview
,Ryuzaki standing on the roof of a building in the middle of the rain.
Ryuzaki,Goodbye.
,Opening theme
,"The sun shines brightly. Children are shouting in the background, playing, and multiple of them are shown doing different activities. They seem to be in some sort of church. A particular child can be heard crying in the background. Suddenly, the wailing and all other noise ceases. Before a tall, pointed structure, where it is snowing, the ringing of bells is heard. Watari is seen standing next to a small child with black hair, squeezing his hand to comfort him. The two are in front of the building, which is surrounded by a fence, the same building that the children were playing in front of moments before. There's a fluttering sound, like that of old film, and the scene breaks, as if an old film reel is ending…"
,"Present day, Task Force Headquarters, it is late at night and everything is completely silent. For a moment, it is seemingly from Ryuzaki's point of view, but not for long; the scene flickers into where Watari is sitting in front of many screens, slumped in his chair, engulfed in darkness."
Watari,"[Turning around in his seat to look at Ryuzaki] (Quietly) Ryuzaki, is something the matter? What is it? [Pause, silence] … Hmm?"
,"It is then from a different angle, where Ryuzaki is stood in the doorway and both are staring at each other."
Watari,(Carefully) What's wrong?
,Ryuzaki simply remains stationary. There is only silence.
,"Ryuzaki is then sat in his usual position, examining a page in the Death Note that has been torn off."
Ryuzaki,…Interesting. A corner of a page of this notebook appears to have been torn off. Can you kill someone just by writing their name on a piece?
Rem,"Can't say. I've never tried using it like that, so I wouldn't know, and I don't know of anyone who has."
Ryuzaki,"Then let me ask you, do Gods of Death love apples?"
Rem,"Not necessarily. You see, our internal organs have already degraded. We've… evolved to a point where we do not require sustenance."
Ryuzaki,"[Eating some sort of sweets. Although he addresses Light, he doesn't turn around to look at him] Say, Light. You're finally free to leave headquarters on your own, but it seems like you never go out. Even when Misa comes to visit, you only chat with her for a few minutes outside. You do realize you're free to have a relationship with her now?"
Light,[Lingering by the staircase] That can wait until we've managed to solve this case. I'm not in the mood for love or anything else right now… (bristling) or are you suggesting that you have a problem with me being here?
Ryuzaki,No…
,"Ryuzaki is looking warily at Light out of the corner of his eye, frozen in place. Light simply stares back, where Ryuzaki can't see, and his eyes are reflected in the glass staircase."
,"The screen switches between Light and Ryuzaki, eventually ending outside, with Misa waving goodbye to Light and leaving. Next is a transition to what appears to be Misa's house."
